Title,Note,URL,Tags,Comment
Ionia Equestrian-Rustic,,https://www.google.com/maps/place/Ionia+Equestrian-Rustic/data=!4m2!3m1!1s0x881879f36f61b185:0xd2b8d600866cf275,,
Sage Creek Campground,,https://www.google.com/maps/place/Sage+Creek+Campground/data=!4m2!3m1!1s0x877dc7bfcb0a175b:0x563cee60ec824617,,
Hoosier Horse Camp,,https://www.google.com/maps/place/Hoosier+Horse+Camp/data=!4m2!3m1!1s0x886c76a89da93785:0x346635e35c023147,,
Midwest Trail Ride RV Campground,,https://www.google.com/maps/place/Midwest+Trail+Ride+RV+Campground/data=!4m2!3m1!1s0x886c73b09bdb7d09:0xbf9dd23a043309c4,,
Harden's Horse Camp,,https://www.google.com/maps/place/Harden's+Horse+Camp/data=!4m2!3m1!1s0x886c75302a46aae1:0xa634cf775bfb6d44,,
Pioneer Ridge,,https://www.google.com/maps/place/Pioneer+Ridge/data=!4m2!3m1!1s0x87e88282b50bc297:0xb12d4cf6a63d72e0,,
Sleepy Hollow State Park,,https://www.google.com/maps/place/Sleepy+Hollow+State+Park/data=!4m2!3m1!1s0x8822fa3613a7e7d5:0x7f7ca7ddfa555608,,
Cedar Lake Campground,,https://www.google.com/maps/place/Cedar+Lake+Campground/data=!4m2!3m1!1s0x88774cfe50ff8b3f:0x8f80876b80b3656a,,
Circle B Campground,,https://www.google.com/maps/place/Circle+B+Campground/data=!4m2!3m1!1s0x8870bbeeebf110cb:0x8cc73e6a13f53dc1,,
Princess Place Preserve,They have an equestrian campground ,https://www.google.com/maps/place/Princess+Place+Preserve/data=!4m2!3m1!1s0x88e69738efef34bf:0x29fb1a18e7b62e91,,
Cowshed Cabin Farm,,https://www.google.com/maps/place/Cowshed+Cabin+Farm/data=!4m2!3m1!1s0x89e1dac6ddceaa1f:0x979cf2caf0899504,,
Otter Creek Horse Trails,,https://www.google.com/maps/place/Otter+Creek+Horse+Trails/data=!4m2!3m1!1s0x89d8c0760cbfe277:0xaece6e3e091aa2f4,,
Hayes Canyon Campground,,https://www.google.com/maps/place/Hayes+Canyon+Campground/data=!4m2!3m1!1s0x8870ba35a3536173:0x46e8bd841fa812d8,,
Faye Whittemore Farms,,https://www.google.com/maps/place/Faye+Whittemore+Farms/data=!4m2!3m1!1s0x88885ce42ba865a3:0x818ca288deefd60a,,
Cowboy Country Club Campground,,https://www.google.com/maps/place/Cowboy+Country+Club+Campground/data=!4m2!3m1!1s0x885d9f5df5b05455:0xf8e7e1d309023903,,
World Equine Center,,https://www.google.com/maps/place/World+Equine+Center/data=!4m2!3m1!1s0x88e88116b290a6dd:0x3a8b9e2ef2396ab1,,
Big Fork Campground,,https://www.google.com/maps/place/Big+Fork+Campground/data=!4m2!3m1!1s0x885d9c1156f36681:0xf4e7335def146e27,,
Saddle Valley Ranch Horse & RV Park,,https://www.google.com/maps/place/Saddle+Valley+Ranch+Horse+%26+RV+Park/data=!4m2!3m1!1s0x87d1e129b0f3c873:0xc03108a59aee9e5f,,
Nehalem Bay State Park,,https://www.google.com/maps/place/Nehalem+Bay+State+Park/data=!4m2!3m1!1s0x5494ca3cb91ade67:0x8208a4a434bfee1c,,
Coyote Creek Tack & Stables,Shooting clinic,https://www.google.com/maps/place/Coyote+Creek+Tack+%26+Stables/data=!4m2!3m1!1s0x887398b49a6cd241:0xcc3b4ec6ceccc711,,
Ebenezer Equestrian Camping,,https://www.google.com/maps/place/Ebenezer+Equestrian+Camping/data=!4m2!3m1!1s0x8639bc5afdb1596f:0x42438fc486be600,,
Westgate River Ranch Resort & Rodeo,,https://www.google.com/maps/place/Westgate+River+Ranch+Resort+%26+Rodeo/data=!4m2!3m1!1s0x88ddb7b0c93bed8d:0x93e8ca3748acd81f,,
Circle B Ranch,,https://www.google.com/maps/place/Circle+B+Ranch/data=!4m2!3m1!1s0x8870b60bb66a01ad:0x516b6e86206d793e,,
Bear Branch Campgrounds,Guides available ,https://www.google.com/maps/place/Bear+Branch+Campgrounds/data=!4m2!3m1!1s0x8870bb06585ae17d:0xee661b3993fb8598,,
Whetstone Horse Campground,,https://www.google.com/maps/place/Whetstone+Horse+Campground/data=!4m2!3m1!1s0x8858e7c4a24c0b8f:0x7068bd4fac1dd8aa,,
Rocky Hollow Horse Camp,,https://www.google.com/maps/place/Rocky+Hollow+Horse+Camp/data=!4m2!3m1!1s0x884e3cc000000003:0xf33c79e741dca1aa,,
Hobo's Hideout Bed Breakfast and Barn,,https://www.google.com/maps/place/Hobo's+Hideout+Bed+Breakfast+and+Barn/data=!4m2!3m1!1s0x8739436ec34cb26f:0x301bda4333640f4c,,
Taylor County Horse Trail & Camp,,https://www.google.com/maps/place/Taylor+County+Horse+Trail+%26+Camp/data=!4m2!3m1!1s0x52aa9eaa24f369ef:0xabe9570f0c511cfb,,
Horseshoe Lake Horse Campground,,https://www.google.com/maps/place/Horseshoe+Lake+Horse+Campground/data=!4m2!3m1!1s0x52a931958aa63ba3:0x2a4957585bf8ba7c,,
T Bar S Horse Camp,,https://www.google.com/maps/place/T+Bar+S+Horse+Camp/data=!4m2!3m1!1s0x8647f1f6a6ddee19:0x8ccbfb5577f49643,,
Train Robber Ranch,,https://www.google.com/maps/place/Train+Robber+Ranch/data=!4m2!3m1!1s0x864813f9d5003e23:0x54ff02b5933ad233,,
Bear Creek Horse Camp,,https://www.google.com/maps/place/Bear+Creek+Horse+Camp/data=!4m2!3m1!1s0x885d0de21811ddf3:0xda03e6c2d6c25166,,
Ride Out Ranch,,https://www.google.com/maps/place/Ride+Out+Ranch/data=!4m2!3m1!1s0x872a1fa29726aa6f:0x4e0fe2771827b6af,,
Double J Stables and Campgrounds,,https://www.google.com/maps/place/Double+J+Stables+and+Campgrounds/data=!4m2!3m1!1s0x8868a9c64c354b6f:0x36c543e9cc3440b5,,
Big Creek Horse Camp,,https://www.google.com/maps/place/Big+Creek+Horse+Camp/data=!4m2!3m1!1s0x885bd84ec1e1a4c5:0x9bf9097dd3da895e,,
Salamonie Lake Horsemen's Campground,,https://www.google.com/maps/place/Salamonie+Lake+Horsemen's+Campground/data=!4m2!3m1!1s0x88144cf0f065e4c1:0x281a9434b7406e85,,
Idle Nook Horse Camp LLC,,https://www.google.com/maps/place/Idle+Nook+Horse+Camp+LLC/data=!4m2!3m1!1s0x87cb449948b13549:0xf0574b89203a16b2,,
Buffalo River Trail Ride Inc,,https://www.google.com/maps/place/Buffalo+River+Trail+Ride+Inc/data=!4m2!3m1!1s0x887cdb9bef48d6b3:0xb0514988b9829ebb,,
Laurel Hill Trail and Camp,,https://www.google.com/maps/place/Laurel+Hill+Trail+and+Camp/data=!4m2!3m1!1s0x88632d259cccd3fb:0xddd2d8bffb6d0423,,
Pinecrest Campground & Cabins,,https://www.google.com/maps/place/Pinecrest+Campground+%26+Cabins/data=!4m2!3m1!1s0x87da6e2bd8dbe805:0xe2bf49c14afc417c,,
Shelton's Big Flat Getaway,,https://www.google.com/maps/place/Shelton's+Big+Flat+Getaway/data=!4m2!3m1!1s0x87d1fc69d62db41d:0x7fc66bce529a600d,,
Cedar Island Resort,,https://www.google.com/maps/place/Cedar+Island+Resort/data=!4m2!3m1!1s0x89a605b31ca690eb:0xe72da9ab6b202573,,
Caney Mountain Horse Camp,,https://www.google.com/maps/place/Caney+Mountain+Horse+Camp/data=!4m2!3m1!1s0x87d1e2b7e8b9215b:0xec5edbd7e82c1dc4,,
Jacks Creek Campground,,https://www.google.com/maps/place/Jacks+Creek+Campground/data=!4m2!3m1!1s0x8719b6cdd304a4bb:0x6662de1cda15c637,,
Heaven's Gate RV and Retreat,,https://www.google.com/maps/place/Heaven's+Gate+RV+and+Retreat/data=!4m2!3m1!1s0x87cab9c6fba40ecf:0xfaf0b6675846b876,,
Cowboy RV Park and Horse Hotel,,https://www.google.com/maps/place/Cowboy+RV+Park+and+Horse+Hotel/data=!4m2!3m1!1s0x86fe75f6500a1cf5:0xa4574eb563ae43a1,,
Cowboy Up Trails,,https://www.google.com/maps/place/Cowboy+Up+Trails/data=!4m2!3m1!1s0x87cdcf0789b52bfb:0x845dc3801a3f15df,,
Cottonwood Patch USFS Campground,,https://www.google.com/maps/place/Cottonwood+Patch+USFS+Campground/data=!4m2!3m1!1s0x885fc9aff9eddd2f:0x9c9cb237525c118e,,
Fiddlers Green RV Ranch,,https://www.google.com/maps/place/Fiddlers+Green+RV+Ranch/data=!4m2!3m1!1s0x88e7a581df2af695:0x166eecf781f3c05a,,
Hodges Equestrian Park,,https://www.google.com/maps/place/Hodges+Equestrian+Park/data=!4m2!3m1!1s0x88878de7161ad78f:0x6808203b8934a5,,
ROCKHAVEN PARK EQUESTRIAN CAMPGROUND (recgovnpsdata),,https://www.google.com/maps/place/ROCKHAVEN+PARK+EQUESTRIAN+CAMPGROUND+(recgovnpsdata)/data=!4m2!3m1!1s0x87bf6ac2337ddfa7:0x48940768dd57c74,,
Fort Robinson State Park,,https://www.google.com/maps/place/Fort+Robinson+State+Park/data=!4m2!3m1!1s0x877b372051bf3bc1:0xeda1c70fc2c3757f,,
TK Ranch Campground,,https://www.google.com/maps/place/TK+Ranch+Campground/data=!4m2!3m1!1s0x887097ce0d26dabf:0xd2f6c705c9b889ad,,
Slabtown Horse Camp LLC (formerly Slabtown Trail Rides),,https://www.google.com/maps/place/Slabtown+Horse+Camp+LLC+(formerly+Slabtown+Trail+Rides)/data=!4m2!3m1!1s0x87da951396deb797:0x20529818b4669124,,
Dunn Rite Ranch,,https://www.google.com/maps/place/Dunn+Rite+Ranch/data=!4m2!3m1!1s0x54ae4ff9a47832df:0xef5a0d8d8618d80f,,
Cowboy Larrys,No shower or bathroom,https://www.google.com/maps/place/Cowboy+Larrys/data=!4m2!3m1!1s0x8847948973d4b311:0x55aed45b956dd1db,,
STACKED STONES RETREAT,They say don’t go here???,https://www.google.com/maps/place/STACKED+STONES+RETREAT/data=!4m2!3m1!1s0x8847944d66c4be5b:0x3808df88a27f00f5,,
"Three Reasons Farms, Horse Camp",,"https://www.google.com/maps/place/Three+Reasons+Farms,+Horse+Camp/data=!4m2!3m1!1s0x884794c9dedf0953:0x91125cda95a65323",,
The Spotted Horse Ranch,,https://www.google.com/maps/place/The+Spotted+Horse+Ranch/data=!4m2!3m1!1s0x88479739651477e5:0x9ad6c1e3d979d3eb,,
Smoke Rise Ranch,,https://www.google.com/maps/place/Smoke+Rise+Ranch/data=!4m2!3m1!1s0x884808eab36457db:0xf665489acdc40cc5,,
Pine Creek Horseman's Camp,,https://www.google.com/maps/place/Pine+Creek+Horseman's+Camp/data=!4m2!3m1!1s0x88479506dfe8d77f:0x7f1413be694283d1,,
Dover Stables,Clinic ,https://www.google.com/maps/place/Dover+Stables/data=!4m2!3m1!1s0x88059d9a9b8c321b:0x7abf705c7930c9e7,,
Stampede Run,,https://www.google.com/maps/place/Stampede+Run/data=!4m2!3m1!1s0x885d181f7a9dd529:0x1a4ce879565272a0,,
River Valley Lodge & Campground,,https://www.google.com/maps/place/River+Valley+Lodge+%26+Campground/data=!4m2!3m1!1s0x87e702756cbb0ad9:0x6515c886e30d8624,,
Goose Creek Trail Camp,,https://www.google.com/maps/place/Goose+Creek+Trail+Camp/data=!4m2!3m1!1s0x8820048d16c382a9:0x71994f7105b2cd50,,
Mule Power Farms,,https://www.google.com/maps/place/Mule+Power+Farms/data=!4m2!3m1!1s0x86d6685b525bdf89:0x47073ab1494b40c6,,
Bedroll and Breakfast,,https://www.google.com/maps/place/Bedroll+and+Breakfast/data=!4m2!3m1!1s0x53523c4799a070f5:0x2a9fdbf050ec0503,,
Sheffield Campground,,https://www.google.com/maps/place/Sheffield+Campground/data=!4m2!3m1!1s0x53523c391f000001:0x4fe012a3f62e5aaa,,
Swift Creek Outfitters - Teton Horseback Adventures,,https://www.google.com/maps/place/Swift+Creek+Outfitters+-+Teton+Horseback+Adventures/data=!4m2!3m1!1s0x53533d47a467ff3f:0xbf6cd90ac627e5c8,,
Pacific Creek Campground,,https://www.google.com/maps/place/Pacific+Creek+Campground/data=!4m2!3m1!1s0x535269b9ab7397bb:0x67efc0ce59c8e9f5,,
Valar Horse Facility,,https://www.google.com/maps/place/Valar+Horse+Facility/data=!4m2!3m1!1s0x53533c6343fda827:0x645b82f7029f8d50,,
Cedar Creek Ranch,,https://www.google.com/maps/place/Cedar+Creek+Ranch/data=!4m2!3m1!1s0x88095fbd8279d423:0x11507b7c2bbf9a36,,
Green River Lake Campground,,https://www.google.com/maps/place/Green+River+Lake+Campground/data=!4m2!3m1!1s0x5352b3d0606b1eb5:0xac10c143ca423349,,
La Riviere Horse Park,,https://www.google.com/maps/place/La+Riviere+Horse+Park/data=!4m2!3m1!1s0x87fc84dbeebb11b1:0x31dc19b2e30e357a,,
Ukarydee Equestrian Camping,,https://www.google.com/maps/place/Ukarydee+Equestrian+Camping/data=!4m2!3m1!1s0x8800a0d69b6bb467:0x4b21e7c16d483fbb,,
Randy's Horse Camp,,https://www.google.com/maps/place/Randy's+Horse+Camp/data=!4m2!3m1!1s0x8858dda1c18914f1:0x185a2b782a60b9e3,,
Timber Ridge Horse Campground,Tell them you want a site around the big barn ,https://www.google.com/maps/place/Timber+Ridge+Horse+Campground/data=!4m2!3m1!1s0x885d82355a47fe0d:0x8899fb041b9d975e,,
Middle Fork State Fish and Wildlife Area,Bring water no electric ,https://www.google.com/maps/place/Middle+Fork+State+Fish+and+Wildlife+Area/data=!4m2!3m1!1s0x880d447b7a8a3291:0xac1fe5449ea5e038,,
Zumbro Bottoms Horse Campground - Central,,https://www.google.com/maps/place/Zumbro+Bottoms+Horse+Campground+-+Central/data=!4m2!3m1!1s0x87f9b674519e24d9:0x2b5eea8869775c52,,
Minute Man RV Park & Lodging,"Saddle Pass Trail on US Forest service property on the edge of Badlands National Park in South Dakota is one of the most amazing rides ;)  Interstate 90, Badlands Exit 131 and 2 1/2 miles south on SD Hwy 240 to Trail head.",https://www.google.com/maps/place/Minute+Man+RV+Park+%26+Lodging/data=!4m2!3m1!1s0x872b0b312f915c83:0x7f869c61297636f2,,
Whitefish Horse Camp,,https://www.google.com/maps/place/Whitefish+Horse+Camp/data=!4m2!3m1!1s0x54c70f7d3569589d:0x3e1cb1acf7db4306,,
Indian Creek Campground,,https://www.google.com/maps/place/Indian+Creek+Campground/data=!4m2!3m1!1s0x876b616b18db7173:0x5d30cdfc10191023,,
M Lazy C Ranch,,https://www.google.com/maps/place/M+Lazy+C+Ranch/data=!4m2!3m1!1s0x876b35fd43886b09:0xe72f4cfc6d35c347,,
Seward Bluffs Forest Preserve,,https://www.google.com/maps/place/Seward+Bluffs+Forest+Preserve/data=!4m2!3m1!1s0x88088a57a4e8a531:0x94c67177ca127c39,,
Washoe Lake State Park Campround,,https://www.google.com/maps/place/Washoe+Lake+State+Park+Campround/data=!4m2!3m1!1s0x80990db6706bd4dd:0x51277d8ec1393f13,,
Green River Saddle Club,,https://www.google.com/maps/place/Green+River+Saddle+Club/data=!4m2!3m1!1s0x8809094eaf54eb59:0xd34ff1b40809eb17,,
Rudy's Ranch & Horse Camp,,https://www.google.com/maps/place/Rudy's+Ranch+%26+Horse+Camp/data=!4m2!3m1!1s0x8843bda897696341:0x63c16dabc381fcf7,,
Hell Creek Ranch Campground,,https://www.google.com/maps/place/Hell+Creek+Ranch+Campground/data=!4m2!3m1!1s0x882335af9462c2fb:0x93ee5e02f4351420,,
Dryhead Ranch,Working ranch!,https://www.google.com/maps/place/Dryhead+Ranch/data=!4m2!3m1!1s0x5349a9dc87792285:0xd38aa17d5bae3468,,
Cuneo Creek Horse Group Camp,,https://www.google.com/maps/place/Cuneo+Creek+Horse+Group+Camp/data=!4m2!3m1!1s0x54d466e04d72fd3b:0xf1f782c3b46ec6f7,,
Elkins Creek Horse Camp & Tack,,https://www.google.com/maps/place/Elkins+Creek+Horse+Camp+%26+Tack/data=!4m2!3m1!1s0x88461329a0d8ec4d:0x4bbf39f0cbfbbba6,,
Old Desperado Ranch,,https://www.google.com/maps/place/Old+Desperado+Ranch/data=!4m2!3m1!1s0x87d0af238044ef11:0x7710899c3ef7f3,,
Sisters Cow Camp,,https://www.google.com/maps/place/Sisters+Cow+Camp/data=!4m2!3m1!1s0x54bf379b3bbdb463:0x3f51320acb28bc0a,,
Iron Creek Trail,,https://www.google.com/maps/place/Iron+Creek+Trail/data=!4m2!3m1!1s0x5332bd0544a3d219:0x682eb5e5c337d768,,
Iron Horse Unlimited LLC,There is a camp ,https://www.google.com/maps/place/Iron+Horse+Unlimited+LLC/data=!4m2!3m1!1s0x54cde65bd273b803:0x85911322bb0a72d1,,
Wolf Creek State Park,Beautiful beaches when not flooded,https://www.google.com/maps/place/Wolf+Creek+State+Park/data=!4m2!3m1!1s0x887364c98ed801b7:0x6c29a3cc7d155262,,
Bay Creek Ranch Inc,"Near Jackson falls

Ran by Carol Baskin hard-core woman packing heat",https://www.google.com/maps/place/Bay+Creek+Ranch+Inc/data=!4m2!3m1!1s0x8859dc8126ad66eb:0xba7dc57715173adb,,
Big Valley Ranch,,https://www.google.com/maps/place/Big+Valley+Ranch/data=!4m2!3m1!1s0x87fd758031105c0b:0xefcc0303cf2e01eb,,
End of The Trail Equine Campground,,https://www.google.com/maps/place/End+of+The+Trail+Equine+Campground/data=!4m2!3m1!1s0x87fdd30731ee7761:0x26b3ed11129c9c0c,,
Artillery Ridge Campground Gettysburg Horse Park,,https://www.google.com/maps/place/Artillery+Ridge+Campground+Gettysburg+Horse+Park/data=!4m2!3m1!1s0x89c9ad1c593275b5:0x858fe1ac20edecf3,,
Little Lusk Trail Lodge,,https://www.google.com/maps/place/Little+Lusk+Trail+Lodge/data=!4m2!3m1!1s0x8870b93e5bfdb9dd:0x7cde68479aca9284,,
Garey Lake Trail Camp,,https://www.google.com/maps/place/Garey+Lake+Trail+Camp/data=!4m2!3m1!1s0x881e17f7b04d2243:0xfcafcc1297dfbbe9,,
Deam Lake State Recreation Area,,https://www.google.com/maps/place/Deam+Lake+State+Recreation+Area/data=!4m2!3m1!1s0x88696691250cfe9f:0x2a69c8f499b6610e,,
Trappers Lake / Horse Thief Campground,"Supposed to be a great place to go, 200+ miles of trails. Highly recommended ",https://www.google.com/maps/place/Trappers+Lake+%2F+Horse+Thief+Campground/data=!4m2!3m1!1s0x87422a614812028b:0x32db955a42135e00,,
Putnam Co Conservation District,,https://www.google.com/maps/place/Putnam+Co+Conservation+District/data=!4m2!3m1!1s0x880bd0e2968d3ac5:0x10265280e9142018,,
Union Grove State Park,Horse camp here,https://www.google.com/maps/place/Union+Grove+State+Park/data=!4m2!3m1!1s0x878e5e675fc55ded:0x7b6c7c566b4fc177,,
Hay Creek Ranch,,https://www.google.com/maps/place/Hay+Creek+Ranch/data=!4m2!3m1!1s0x5332abce3e07b83b:0x73a1d7983ba1c6e6,,
Circle K Horse Camp,,https://www.google.com/maps/place/Circle+K+Horse+Camp/data=!4m2!3m1!1s0x8762c519ce341f7b:0x11074b2b5013bd3e,,
Wawona Campground,,https://www.google.com/maps/place/Wawona+Campground/data=!4m2!3m1!1s0x80969101f0d69c13:0xdeea110e6c2d95ec,,
Double M Campground,,https://www.google.com/maps/place/Double+M+Campground/data=!4m2!3m1!1s0x8870f32e0767b8c3:0x8d7bee0514a68eaf,,
Von Holten Ranch,Good layover spot ,https://www.google.com/maps/place/Von+Holten+Ranch/data=!4m2!3m1!1s0x87c47e44a0360053:0x2120bb08aa203f77,,
Panther Creek Trail Rides,Cattle drives?,https://www.google.com/maps/place/Panther+Creek+Trail+Rides/data=!4m2!3m1!1s0x87db3129b19f411d:0x5eea49e94a690a4c,,
Winding River Resort,Omg ,https://www.google.com/maps/place/Winding+River+Resort/data=!4m2!3m1!1s0x876983c1fe97e17d:0xe2dd52237371a7b5,,
Leatherwood Mountains Resort,,https://www.google.com/maps/place/Leatherwood+Mountains+Resort/data=!4m2!3m1!1s0x88511de5da28a2e9:0xa7f7750b92bb689e,,
Anthony Creek Horse Camp,,https://www.google.com/maps/place/Anthony+Creek+Horse+Camp/data=!4m2!3m1!1s0x885ea560a2a5c69d:0xca91babab7d2a44d,,
Hidden Cave Ranch Bed and Breakfast,,https://www.google.com/maps/place/Hidden+Cave+Ranch+Bed+and+Breakfast/data=!4m2!3m1!1s0x8867bd7ab468f9b9:0xbceae716feb9144b,,
Huckleberry Farms,,https://www.google.com/maps/place/Huckleberry+Farms/data=!4m2!3m1!1s0x88e6f1b4e386b6d5:0xbfc0ff53bea5c560,,
DEEP CREEK BOARDING STABLES & CAMPING,,https://www.google.com/maps/place/DEEP+CREEK+BOARDING+STABLES+%26+CAMPING/data=!4m2!3m1!1s0x88594892b4d3d847:0xea88ab072424fb24,,
Gilbertson's Lazy Horse Retrt,,https://www.google.com/maps/place/Gilbertson's+Lazy+Horse+Retrt/data=!4m2!3m1!1s0x885ea5eb0e75b49b:0xde63436835973ca3,,
Mammoth Cave Horse Camp,,https://www.google.com/maps/place/Mammoth+Cave+Horse+Camp/data=!4m2!3m1!1s0x8868aa11fbdead81:0xc9b06a68ca63632e,,
Rustic Sky Horse Camp,,https://www.google.com/maps/place/Rustic+Sky+Horse+Camp/data=!4m2!3m1!1s0x863ac594a5dc38a5:0xa019ea43729d5925,,
Kentucky Horsepark Campground,,https://www.google.com/maps/place/Kentucky+Horsepark+Campground/data=!4m2!3m1!1s0x8842472730d00819:0x37877898754d6f58,,
Big South Fork Lodge & Horse Campground,,https://www.google.com/maps/place/Big+South+Fork+Lodge+%26+Horse+Campground/data=!4m2!3m1!1s0x885d9d4bc0319ef3:0xfb9be28fc387f351,,
Tram Road Equestrian Campground,,https://www.google.com/maps/place/Tram+Road+Equestrian+Campground/data=!4m2!3m1!1s0x88e6e7cb7fc3c099:0x750ae003224527c7,,
JC Stage Stop B&B,,https://www.google.com/maps/place/JC+Stage+Stop+B%26B/data=!4m2!3m1!1s0x53328bf010805783:0x9a87b59ac876fcb,,
Coldwater Creek Recreation Area,,https://www.google.com/maps/place/Coldwater+Creek+Recreation+Area/data=!4m2!3m1!1s0x8890ff4d15981015:0x917a37e439ba5016,,
Florida Horse Park,,https://www.google.com/maps/place/Florida+Horse+Park/data=!4m2!3m1!1s0x88e7d6da6eaea01d:0x42bd3766855d67,,
McCulley Farms,,https://www.google.com/maps/place/McCulley+Farms/data=!4m2!3m1!1s0x88eeed1d9f7fd8b9:0x246c233cf1e9853,,
Black Horse Resort Ranch,,https://www.google.com/maps/place/Black+Horse+Resort+Ranch/data=!4m2!3m1!1s0x88e7b7556604b149:0xd3d4b15c67ddb2dd,,
Rocking Horse Stables,,https://www.google.com/maps/place/Rocking+Horse+Stables/data=!4m2!3m1!1s0x88e7af737ba2e7a9:0x223514d2819a047a,,
Jubilee College State Park,,https://www.google.com/maps/place/Jubilee+College+State+Park/data=!4m2!3m1!1s0x880a6f04576b450f:0xa211d8063e9c5d45,,
Elk Haven,Can ride out of camp to mt Rushmore,https://www.google.com/maps/place/Elk+Haven/data=!4m2!3m1!1s0x877d30adef3f6801:0x71168b854cb11ddf,,
Hard Labor Creek State Park,,https://www.google.com/maps/place/Hard+Labor+Creek+State+Park/data=!4m2!3m1!1s0x88f5d5611b904829:0x84ab2ec7336d034f,,
Laurel Fork Rustic Retreat,,https://www.google.com/maps/place/Laurel+Fork+Rustic+Retreat/data=!4m2!3m1!1s0x885d9fef923974cf:0x47e1013354d0bdd1,,
Spotted Dance Ranch,,https://www.google.com/maps/place/Spotted+Dance+Ranch/data=!4m2!3m1!1s0x88e800d828562053:0xe2bca483b75453f6,,
Long Branch Rest and Ride,,https://www.google.com/maps/place/Long+Branch+Rest+and+Ride/data=!4m2!3m1!1s0x88eee798d5021eb3:0xf0a951353f3e7fc9,,
Red Hill Horse Camp,,https://www.google.com/maps/place/Red+Hill+Horse+Camp/data=!4m2!3m1!1s0x8843260c21275c83:0x578c5e1acbf8e680,,
Shangrila Campgrounds,,https://www.google.com/maps/place/Shangrila+Campgrounds/data=!4m2!3m1!1s0x88e8786a3857f239:0xb0cee52535921d34,,
TC Performance Horses,,https://www.google.com/maps/place/TC+Performance+Horses/data=!4m2!3m1!1s0x88479eda331ea565:0x14621f2889b0ca3,,
Waterloo Horse Camp & Staging Area,,https://www.google.com/maps/place/Waterloo+Horse+Camp+%26+Staging+Area/data=!4m2!3m1!1s0x883cd23a4143fe53:0x2b207137f979f3cb,,
Goethe Trailhead Ranch RV Campground,,https://www.google.com/maps/place/Goethe+Trailhead+Ranch+RV+Campground/data=!4m2!3m1!1s0x88e85fee548d3b97:0x722467f33a015679,,
Cypress Breeze Farm Horsback Trail Riding,,https://www.google.com/maps/place/Cypress+Breeze+Farm+Horsback+Trail+Riding/data=!4m2!3m1!1s0x88c2e4c096dd2b7d:0x81781f3e5266c906,,
Spirit of the Suwannee Music Park,,https://www.google.com/maps/place/Spirit+of+the+Suwannee+Music+Park/data=!4m2!3m1!1s0x88eee1af4e4f97eb:0x333dae863522b45b,,
Smokey Valley Farm,,https://www.google.com/maps/place/Smokey+Valley+Farm/data=!4m2!3m1!1s0x884423d801895fc7:0x6fe892d091ce2934,,
Big Rock Forest Preserve,,https://www.google.com/maps/place/Big+Rock+Forest+Preserve/data=!4m2!3m1!1s0x880ec2d909b6aea7:0xd503ec989b89379f,,
MILLER FLAT RESERVOIR CAMPGROUND,,https://www.google.com/maps/place/MILLER+FLAT+RESERVOIR+CAMPGROUND/data=!4m2!3m1!1s0x874c1a25b0895967:0x4287bff4193bb923,,
Lumber River Campground,,https://www.google.com/maps/place/Lumber+River+Campground/data=!4m2!3m1!1s0x89aaeb04e8d1a1c3:0xc1dd1bc15bf6c985,,
H COOPER BLACK PARK,,https://www.google.com/maps/place/H+COOPER+BLACK+PARK/data=!4m2!3m1!1s0x88550e25a93a3691:0x2876fc2c4d66142a,,
Chattooga Trails Bed & Barn,,https://www.google.com/maps/place/Chattooga+Trails+Bed+%26+Barn/data=!4m2!3m1!1s0x8858e619b88a8229:0xa104a323f84efada,,
Mingo Trails Saddle Club,,https://www.google.com/maps/place/Mingo+Trails+Saddle+Club/data=!4m2!3m1!1s0x88f12f1b75a45aed:0x28ea68948e17117d,,
Yosemite Valley Stables,,https://www.google.com/maps/place/Yosemite+Valley+Stables/data=!4m2!3m1!1s0x8096f236b8f9b307:0xb47eaa1a1738d2da,,
Seven Springs,,https://www.google.com/maps/place/Seven+Springs/data=!4m2!3m1!1s0x888a492ffe86217d:0xd637cad3d21758a8,,
Big Creek Trail Ride,,https://www.google.com/maps/place/Big+Creek+Trail+Ride/data=!4m2!3m1!1s0x87da7141cd5b5b1d:0x238d03bc089ea739,,
Mather Campground,,https://www.google.com/maps/place/Mather+Campground/data=!4m2!3m1!1s0x873310bb46d408af:0x8707b07073f2d2e1,,
Steel Creek Campground,,https://www.google.com/maps/place/Steel+Creek+Campground/data=!4m2!3m1!1s0x87ce99fdd79a5207:0x2b82c5dd6b383882,,
Bridle Ridge Horse & RV Camp,,https://www.google.com/maps/place/Bridle+Ridge+Horse+%26+RV+Camp/data=!4m2!3m1!1s0x8762c99ed2c9a6bf:0x2c05de169e72f328,,
Quehanna Wild Area,,https://www.google.com/maps/place/Quehanna+Wild+Area/data=!4m2!3m1!1s0x89cc35a8db83a64f:0x80b28b5af944206b,,
Crazyhorse Ranch & Lodge,,https://www.google.com/maps/place/Crazyhorse+Ranch+%26+Lodge/data=!4m2!3m1!1s0x886ea0076e6afa93:0x78d0717cd4f2e7c0,,
East Fork Stables,,https://www.google.com/maps/place/East+Fork+Stables/data=!4m2!3m1!1s0x886763b2b2363d77:0xb5e55d625628bf29,,
Cataloochee Horse Camp,,https://www.google.com/maps/place/Cataloochee+Horse+Camp/data=!4m2!3m1!1s0x885964833d176ae7:0x8e32e2f75acb1656,,
