Title,Coordinates,Website,Phone,Description,URL
Ebenezer Equestrian Camping,"31.068864, -94.123436",,,,https://www.google.com/maps/place/Ebenezer+Equestrian+Camping/data=!4m2!3m1!1s0x8639bc5afdb1596f:0x42438fc486be600
Westgate River Ranch Resort & Rodeo,"27.770818, -81.192940",,,,https://www.google.com/maps/place/Westgate+River+Ranch+Resort+%26+Rodeo/data=!4m2!3m1!1s0x88ddb7b0c93bed8d:0x93e8ca3748acd81f
Bear Branch Campgrounds,"37.526083, -88.584144",http://bearbranch.com/,16186380226,"80 spacious campsites with water and electricity
Monthly & annual rentals available (Call for pricing)
Shower house & laundry (Heated & air-conditioned)
Dump station for RVs
Most sites have picket lines or poles for your rope",https://www.google.com/maps/place/Bear+Branch+Campgrounds/data=!4m2!3m1!1s0x8870bb06585ae17d:0xee661b3993fb8598
Whetstone Horse Campground,"34.862703, -83.223612",,,,https://www.google.com/maps/place/Whetstone+Horse+Campground/data=!4m2!3m1!1s0x8858e7c4a24c0b8f:0x7068bd4fac1dd8aa
Rocky Hollow Horse Camp,"36.693093, -81.450637",,,,https://www.google.com/maps/place/Rocky+Hollow+Horse+Camp/data=!4m2!3m1!1s0x884e3cc000000003:0xf33c79e741dca1aa
Taylor County Horse Trail & Camp,"45.369018, -90.078172",,,,https://www.google.com/maps/place/Taylor+County+Horse+Trail+%26+Camp/data=!4m2!3m1!1s0x52aa9eaa24f369ef:0xabe9570f0c511cfb
T Bar S Horse Camp,"31.272365, -95.205154",,,,https://www.google.com/maps/place/T+Bar+S+Horse+Camp/data=!4m2!3m1!1s0x8647f1f6a6ddee19:0x8ccbfb5577f49643
Train Robber Ranch,"31.775683, -95.340312",,,,https://www.google.com/maps/place/Train+Robber+Ranch/data=!4m2!3m1!1s0x864813f9d5003e23:0x54ff02b5933ad233
Double J Stables and Campgrounds,"37.252978, -86.146542",,,,https://www.google.com/maps/place/Double+J+Stables+and+Campgrounds/data=!4m2!3m1!1s0x8868a9c64c354b6f:0x36c543e9cc3440b5
Idle Nook Horse Camp LLC,"34.704725, -93.930980",,,,https://www.google.com/maps/place/Idle+Nook+Horse+Camp+LLC/data=!4m2!3m1!1s0x87cb449948b13549:0xf0574b89203a16b2
Buffalo River Trail Ride Inc,"35.462556, -87.810011",,,,https://www.google.com/maps/place/Buffalo+River+Trail+Ride+Inc/data=!4m2!3m1!1s0x887cdb9bef48d6b3:0xb0514988b9829ebb
Laurel Hill Trail and Camp,"35.327292, -87.530241",,,,https://www.google.com/maps/place/Laurel+Hill+Trail+and+Camp/data=!4m2!3m1!1s0x88632d259cccd3fb:0xddd2d8bffb6d0423
Pinecrest Campground & Cabins,"37.461067, -91.632563",,,,https://www.google.com/maps/place/Pinecrest+Campground+%26+Cabins/data=!4m2!3m1!1s0x87da6e2bd8dbe805:0xe2bf49c14afc417c
Shelton's Big Flat Getaway,"36.012771, -92.401820",,,,https://www.google.com/maps/place/Shelton's+Big+Flat+Getaway/data=!4m2!3m1!1s0x87d1fc69d62db41d:0x7fc66bce529a600d
Cedar Island Resort,"35.016510, -76.316754",,,,https://www.google.com/maps/place/Cedar+Island+Resort/data=!4m2!3m1!1s0x89a605b31ca690eb:0xe72da9ab6b202573
Caney Mountain Horse Camp,"36.076723, -92.441590",,,,https://www.google.com/maps/place/Caney+Mountain+Horse+Camp/data=!4m2!3m1!1s0x87d1e2b7e8b9215b:0xec5edbd7e82c1dc4
Jacks Creek Campground,"35.842359, -105.654062",,,,https://www.google.com/maps/place/Jacks+Creek+Campground/data=!4m2!3m1!1s0x8719b6cdd304a4bb:0x6662de1cda15c637
Heaven's Gate RV and Retreat,"34.679948, -94.737396",,,,https://www.google.com/maps/place/Heaven's+Gate+RV+and+Retreat/data=!4m2!3m1!1s0x87cab9c6fba40ecf:0xfaf0b6675846b876
Cowboy Up Trails,"35.644340, -92.991426",,,,https://www.google.com/maps/place/Cowboy+Up+Trails/data=!4m2!3m1!1s0x87cdcf0789b52bfb:0x845dc3801a3f15df
Fiddlers Green RV Ranch,"28.970612, -81.648061",,,,https://www.google.com/maps/place/Fiddlers+Green+RV+Ranch/data=!4m2!3m1!1s0x88e7a581df2af695:0x166eecf781f3c05a
Hodges Equestrian Park,"34.335053, -87.925517",,,,https://www.google.com/maps/place/Hodges+Equestrian+Park/data=!4m2!3m1!1s0x88878de7161ad78f:0x6808203b8934a5
TK Ranch Campground,"37.512871, -88.454251",,,,https://www.google.com/maps/place/TK+Ranch+Campground/data=!4m2!3m1!1s0x887097ce0d26dabf:0xd2f6c705c9b889ad
Slabtown Horse Camp LLC,"37.563609, -92.084195",,,,https://www.google.com/maps/place/Slabtown+Horse+Camp+LLC+(formerly+Slabtown+Trail+Rides)/data=!4m2!3m1!1s0x87da951396deb797:0x20529818b4669124
Cowboy Larrys,"39.485122, -82.601279",https://www.facebook.com/groups/354254791594773/,19372163252,,https://www.google.com/maps/place/Cowboy+Larrys/data=!4m2!3m1!1s0x8847948973d4b311:0x55aed45b956dd1db
Palmerosa Campground - Hocking Hills,"39.460210, -82.616320",https://palmerosacamp.com/,17404161066,"We offer flexible options depending on how you camp:

Camping Cabins – Two remodeled cabins with essential comforts

RV Sites – Large sites (up to 60+ ft lengths, some larger) with 30 AMP/ 20 AMP Electric and Water 

(Horse stalls are not included—add horses during booking)

Tent Sites – Private, shaded sites for traditional camping

Horse Facilities – 10'x10' covered stalls, Horse stalls at the premium sites

Trails Edge Cabin (0.5 miles away from campground).
5 Bedrooms - Sleeps up to 10
Large Kitchen
Washer and Dryer
Fire Pit 
WI-FI
Large turnout area for horses
Barn with 8 stalls
~488 ft to bridle trail access (Point ""H"")

Buckeye Cabin - At the Campground
2 Bedroom
Full Kitchen
Bathroom
Fire Pit
WI-FI

Dogwood Cabin - At the Campground
1 Bedroom 
Full Kitchen
Bathroom
Fire Pit
WI-FI",https://www.google.com/maps/place/STACKED+STONES+RETREAT/data=!4m2!3m1!1s0x8847944d66c4be5b:0x3808df88a27f00f5
"Three Reasons Farms, Horse Camp","39.477645, -82.566745",,,,"https://www.google.com/maps/place/Three+Reasons+Farms,+Horse+Camp/data=!4m2!3m1!1s0x884794c9dedf0953:0x91125cda95a65323"
The Spotted Horse Ranch,"39.491429, -82.707655",,,,https://www.google.com/maps/place/The+Spotted+Horse+Ranch/data=!4m2!3m1!1s0x88479739651477e5:0x9ad6c1e3d979d3eb
Smoke Rise Ranch,"39.531223, -82.150827",,,,https://www.google.com/maps/place/Smoke+Rise+Ranch/data=!4m2!3m1!1s0x884808eab36457db:0xf665489acdc40cc5
Pine Creek Horseman's Camp,"39.440988, -82.588844",,,,https://www.google.com/maps/place/Pine+Creek+Horseman's+Camp/data=!4m2!3m1!1s0x88479506dfe8d77f:0x7f1413be694283d1
Dover Stables,"42.735952, -88.176789",,16086046566,,https://www.google.com/maps/place/Dover+Stables/data=!4m2!3m1!1s0x88059d9a9b8c321b:0x7abf705c7930c9e7
Stampede Run,"36.803298, -84.435040",,,,https://www.google.com/maps/place/Stampede+Run/data=!4m2!3m1!1s0x885d181f7a9dd529:0x1a4ce879565272a0
River Valley Lodge & Campground,"40.623141, -91.733677",,,,https://www.google.com/maps/place/River+Valley+Lodge+%26+Campground/data=!4m2!3m1!1s0x87e702756cbb0ad9:0x6515c886e30d8624
Goose Creek Trail Camp,"44.761197, -84.839343",,,,https://www.google.com/maps/place/Goose+Creek+Trail+Camp/data=!4m2!3m1!1s0x8820048d16c382a9:0x71994f7105b2cd50
Mule Power Farms,"32.245404, -110.748088",,,,https://www.google.com/maps/place/Mule+Power+Farms/data=!4m2!3m1!1s0x86d6685b525bdf89:0x47073ab1494b40c6
Bedroll and Breakfast,"44.097412, -110.670422",,,,https://www.google.com/maps/place/Bedroll+and+Breakfast/data=!4m2!3m1!1s0x53523c4799a070f5:0x2a9fdbf050ec0503
Sheffield Campground,"44.092035, -110.663518",,,,https://www.google.com/maps/place/Sheffield+Campground/data=!4m2!3m1!1s0x53523c391f000001:0x4fe012a3f62e5aaa
Swift Creek Outfitters - Teton Horseback Adventures,"43.933514, -110.452766",,,,https://www.google.com/maps/place/Swift+Creek+Outfitters+-+Teton+Horseback+Adventures/data=!4m2!3m1!1s0x53533d47a467ff3f:0xbf6cd90ac627e5c8
Pacific Creek Campground,"43.939186, -110.442995",,,,https://www.google.com/maps/place/Pacific+Creek+Campground/data=!4m2!3m1!1s0x535269b9ab7397bb:0x67efc0ce59c8e9f5
Cedar Creek Ranch,"41.269135, -89.117729",,,,https://www.google.com/maps/place/Cedar+Creek+Ranch/data=!4m2!3m1!1s0x88095fbd8279d423:0x11507b7c2bbf9a36
Green River Lake Campground,"43.312936, -109.861165",,,,https://www.google.com/maps/place/Green+River+Lake+Campground/data=!4m2!3m1!1s0x5352b3d0606b1eb5:0xac10c143ca423349
Ukarydee Equestrian Camping,"44.025024, -89.965789",,,,https://www.google.com/maps/place/Ukarydee+Equestrian+Camping/data=!4m2!3m1!1s0x8800a0d69b6bb467:0x4b21e7c16d483fbb
Randy's Horse Camp,"34.900848, -83.273069",,,,https://www.google.com/maps/place/Randy's+Horse+Camp/data=!4m2!3m1!1s0x8858dda1c18914f1:0x185a2b782a60b9e3
Timber Ridge Horse Campground,"36.455501, -84.834852",http://www.timberridgehorsecampground.com/,19313101530,"24 site campground
All of our RV campsites have Electric (110/30/50 amp)and Water. We offer several pull through sites for large rigs. (We have limited tent camping.)
Dump Station available on site.
Onsite obstacle course!

Each of the campsites have a fire ring for small campfires and a picnic table.
Grills are allowed at your sites.
Ice and Wood are available at the campground for purchase.
Dogs must be on leash at all times.",https://www.google.com/maps/place/Timber+Ridge+Horse+Campground/data=!4m2!3m1!1s0x885d82355a47fe0d:0x8899fb041b9d975e
Zumbro Bottoms Horse Campground - Central,"44.301145, -92.122732",,,,https://www.google.com/maps/place/Zumbro+Bottoms+Horse+Campground+-+Central/data=!4m2!3m1!1s0x87f9b674519e24d9:0x2b5eea8869775c52
Minute Man RV Park & Lodging,"43.833570, -101.898631",https://www.minutemanrvlodging.com/?utm_source=local&utm_campaign=gmb&utm_medium=organic,16054335451,,https://www.google.com/maps/place/Minute+Man+RV+Park+%26+Lodging/data=!4m2!3m1!1s0x872b0b312f915c83:0x7f869c61297636f2
Indian Creek Campground,"39.380514, -105.098971",,,,https://www.google.com/maps/place/Indian+Creek+Campground/data=!4m2!3m1!1s0x876b616b18db7173:0x5d30cdfc10191023
Green River Saddle Club,"41.693740, -89.327960",,,,https://www.google.com/maps/place/Green+River+Saddle+Club/data=!4m2!3m1!1s0x8809094eaf54eb59:0xd34ff1b40809eb17
Rudy's Ranch & Horse Camp,"38.030118, -83.626990",,,,https://www.google.com/maps/place/Rudy's+Ranch+%26+Horse+Camp/data=!4m2!3m1!1s0x8843bda897696341:0x63c16dabc381fcf7
Hell Creek Ranch Campground,"42.441218, -83.966407",,,,https://www.google.com/maps/place/Hell+Creek+Ranch+Campground/data=!4m2!3m1!1s0x882335af9462c2fb:0x93ee5e02f4351420
Cuneo Creek Horse Group Camp,"40.333243, -124.035621",,,,https://www.google.com/maps/place/Cuneo+Creek+Horse+Group+Camp/data=!4m2!3m1!1s0x54d466e04d72fd3b:0xf1f782c3b46ec6f7
Elkins Creek Horse Camp & Tack,"38.627614, -82.556187",,,,https://www.google.com/maps/place/Elkins+Creek+Horse+Camp+%26+Tack/data=!4m2!3m1!1s0x88461329a0d8ec4d:0x4bbf39f0cbfbbba6
Old Desperado Ranch,"37.188072, -91.335055",,,,https://www.google.com/maps/place/Old+Desperado+Ranch/data=!4m2!3m1!1s0x87d0af238044ef11:0x7710899c3ef7f3
Sisters Cow Camp,"44.274036, -121.615412",,,,https://www.google.com/maps/place/Sisters+Cow+Camp/data=!4m2!3m1!1s0x54bf379b3bbdb463:0x3f51320acb28bc0a
Iron Creek Trail,"44.373792, -103.919071",,,,https://www.google.com/maps/place/Iron+Creek+Trail/data=!4m2!3m1!1s0x5332bd0544a3d219:0x682eb5e5c337d768
Iron Horse Unlimited LLC,"41.286197, -122.297760",https://www.ironhorseunlimitedllc.com/,15309252608,,https://www.google.com/maps/place/Iron+Horse+Unlimited+LLC/data=!4m2!3m1!1s0x54cde65bd273b803:0x85911322bb0a72d1
Bay Creek Ranch Inc,"37.470552, -88.661262",,,,https://www.google.com/maps/place/Bay+Creek+Ranch+Inc/data=!4m2!3m1!1s0x8859dc8126ad66eb:0xba7dc57715173adb
Big Valley Ranch,"43.175916, -90.264748",,,,https://www.google.com/maps/place/Big+Valley+Ranch/data=!4m2!3m1!1s0x87fd758031105c0b:0xefcc0303cf2e01eb
End of The Trail Equine Campground,"43.682798, -90.571060",,,,https://www.google.com/maps/place/End+of+The+Trail+Equine+Campground/data=!4m2!3m1!1s0x87fdd30731ee7761:0x26b3ed11129c9c0c
Artillery Ridge Campground Gettysburg Horse Park,"39.801845, -77.226447",,,,https://www.google.com/maps/place/Artillery+Ridge+Campground+Gettysburg+Horse+Park/data=!4m2!3m1!1s0x89c9ad1c593275b5:0x858fe1ac20edecf3
Trappers Lake / Horse Thief Campground,"39.995566, -107.237993",,,,https://www.google.com/maps/place/Trappers+Lake+%2F+Horse+Thief+Campground/data=!4m2!3m1!1s0x87422a614812028b:0x32db955a42135e00
Putnam Co Conservation District,"41.169660, -89.288439",,,,https://www.google.com/maps/place/Putnam+Co+Conservation+District/data=!4m2!3m1!1s0x880bd0e2968d3ac5:0x10265280e9142018
Hay Creek Ranch,"44.247277, -103.622419",,,,https://www.google.com/maps/place/Hay+Creek+Ranch/data=!4m2!3m1!1s0x5332abce3e07b83b:0x73a1d7983ba1c6e6
Hell Canon Horse Camp,"43.742720, -103.736792",,,,https://www.google.com/maps/place/Circle+K+Horse+Camp/data=!4m2!3m1!1s0x8762c519ce341f7b:0x11074b2b5013bd3e
Wawona Campground,"37.544442, -119.672861",,,,https://www.google.com/maps/place/Wawona+Campground/data=!4m2!3m1!1s0x80969101f0d69c13:0xdeea110e6c2d95ec
Von Holten Ranch,"38.554701, -93.126583",,,,https://www.google.com/maps/place/Von+Holten+Ranch/data=!4m2!3m1!1s0x87c47e44a0360053:0x2120bb08aa203f77
Panther Creek Trail Rides,"38.205145, -92.347945",,,,https://www.google.com/maps/place/Panther+Creek+Trail+Rides/data=!4m2!3m1!1s0x87db3129b19f411d:0x5eea49e94a690a4c
Winding River Resort,"40.277319, -105.851816",,,,https://www.google.com/maps/place/Winding+River+Resort/data=!4m2!3m1!1s0x876983c1fe97e17d:0xe2dd52237371a7b5
Leatherwood Mountains Resort,"36.119962, -81.474158",,,,https://www.google.com/maps/place/Leatherwood+Mountains+Resort/data=!4m2!3m1!1s0x88511de5da28a2e9:0xa7f7750b92bb689e
Hidden Cave Ranch Bed and Breakfast,"36.722047, -85.282077",,,,https://www.google.com/maps/place/Hidden+Cave+Ranch+Bed+and+Breakfast/data=!4m2!3m1!1s0x8867bd7ab468f9b9:0xbceae716feb9144b
Gilbertson's Lazy Horse Retrt,"35.648063, -83.780084",,,,https://www.google.com/maps/place/Gilbertson's+Lazy+Horse+Retrt/data=!4m2!3m1!1s0x885ea5eb0e75b49b:0xde63436835973ca3
Mammoth Cave Horse Camp,"37.247202, -86.192518",,,,https://www.google.com/maps/place/Mammoth+Cave+Horse+Camp/data=!4m2!3m1!1s0x8868aa11fbdead81:0xc9b06a68ca63632e
Rustic Sky Horse Camp,"31.120889, -92.634197",,,,https://www.google.com/maps/place/Rustic+Sky+Horse+Camp/data=!4m2!3m1!1s0x863ac594a5dc38a5:0xa019ea43729d5925
Big South Fork Lodge & Horse Campground,"36.476779, -84.751113",,,,https://www.google.com/maps/place/Big+South+Fork+Lodge+%26+Horse+Campground/data=!4m2!3m1!1s0x885d9d4bc0319ef3:0xfb9be28fc387f351
Coldwater Creek Recreation Area,"30.846659, -86.979793",,,,https://www.google.com/maps/place/Coldwater+Creek+Recreation+Area/data=!4m2!3m1!1s0x8890ff4d15981015:0x917a37e439ba5016
Florida Horse Park,"29.059772, -82.139992",,,,https://www.google.com/maps/place/Florida+Horse+Park/data=!4m2!3m1!1s0x88e7d6da6eaea01d:0x42bd3766855d67
McCulley Farms,"30.505229, -83.223959",,,,https://www.google.com/maps/place/McCulley+Farms/data=!4m2!3m1!1s0x88eeed1d9f7fd8b9:0x246c233cf1e9853
Black Horse Resort Ranch,"28.981929, -81.779923",,,,https://www.google.com/maps/place/Black+Horse+Resort+Ranch/data=!4m2!3m1!1s0x88e7b7556604b149:0xd3d4b15c67ddb2dd
Laurel Fork Rustic Retreat,"36.494016, -84.762028",,,,https://www.google.com/maps/place/Laurel+Fork+Rustic+Retreat/data=!4m2!3m1!1s0x885d9fef923974cf:0x47e1013354d0bdd1
